event_id,title,description,url
evt_088,88.Act & Sip NYC,"If you're not a paint-and-sip kind of person, try Act & Sip, a beer-fueled acting workshop in an Off-Broadway Theater with expert instructors. They pair students off with partners and hand over the pages to a scene from a well-known iconic NYC sitcom or movie, offering tips along the way to help performers conquer stage fright and discover their inner actor. This event is perfect for bachelorette parties, after-work outings, or just a fun night with friends to get on stage with a little help from liquid courage. You don't need any experience, but you must be 21 or older and BYOB.",https://www.timeout.com/newyork/things-to-do/act-sip-nyc
evt_089,89.Wild Captives archery studio,"Wild Captives, the nation’s first female- and LGBTQ-owned archery studio, is now open. It's a place where everyone can ""be their own superhero."" The studio in Brooklyn’s Industry City offers empowering and fun hour-long introduction to archery classes every weekend for $45/person. Each intro class includes a chance to learn about different parts of the bow and safety requirements. After the lesson, each participant gets a chance to shoot the bow trying to pop a balloon pinned onto the bullseye. Intro-to-archery classes are available each Friday, Saturday and Sunday,bookable onlinefor anyone over age 12.",https://www.timeout.com/newyork/news/channel-your-inner-katniss-everdeen-at-the-nations-first-woman-owned-archery-range-072623
evt_090,90.MoMA Before Hours Tour,"On a typical visit to theMuseum of Modern Art, crowds surround the most precious paintings, and it can be tough to squeeze your way in for a photo, let alone to admire the artwork’s brushstrokes. But now, thanks to these new exclusive tours byGetYourGuide, you can get in before the museum opens for a guided tour of amazing artwork. The new MoMA Before Hours Tour with Art Expert is available now;tickets are on sale herefor $99/person. Few New York City experiences compare to the absolute thrill of gazing at famed works of art uninterrupted for as long as you like.",https://www.timeout.com/newyork/news/see-precious-artworks-at-moma-before-the-crowds-at-these-exclusive-new-tours-050323
evt_091,91.LOOK Dine-in Cinemas,"With a full restaurant, craft cocktails, comfy reclining seats and even more bells and whistles, this new movie theater in Hell's Kitchen elevates the movie-going experience. LOOK Dine-in Cinemas is now open in VIA 57 West, the pyramid-shaped building located at West 57th Street and 11th Avenue. With a 15-year lease, LOOK's operating in a 25,000-square-foot venue that used to house Landmark cinema until it closed in 2020. This is the company's first New York City location. At this fancy theater, you can relax in a heated seat while ordering dinner directly to your seat in the theater.",https://www.timeout.com/newyork/news/nycs-new-dine-in-movie-theater-takes-movie-going-to-the-next-level-050223
evt_092,92.Free Black Women's Library in Brooklyn,"Find your latest read atThe Free Black Women’s Library, a new free library in Brooklyn's Bed-Stuy neighborhood, which also serves as a social art project, a reading room, a co-working space and a community gathering center. The library ""celebrates the brilliance, diversity and imagination of Black women and Black non-binary authors."" All 5,000 books in the library's collection are written by Black women and non-binary authors. Here's how it works: Anybody can visit the space to read, work or hang out. If you want to take a book home, simply bring a book written by a Black woman or Black non-binary author, and you can trade. Whether you decide to bring the book back after you're done reading or keep it for your collection is up to you. The library is currently open four days per week (Wednesday, Thursday, Saturday and Sunday) at 226 Marcus Garvey Boulevard. In addition to offering a space to read or work, the library has also hosts a book club, art shows and workshops on topics like writing, drawing, poetry, painting and sewing. All are welcome.",https://www.timeout.com/newyork/news/inside-the-revolutionary-free-black-womens-library-in-brooklyn-033023
evt_093,93.Off-beat walking tours with Purefinder,"On a typical tour of Manhattan, the big tourist attractions—Times Square, the Empire State Building, Central Park—get all the attention. But on these new walking tours by a local author, you'll see fascinating historical sites that you won't find in a typical guidebook. K. Krombie's Purefinder tours, ""Death in New York,"" ""The Psychiatric History of New York"" and ""Hell Gate,"" explore the city's darker side through meticulously researched and theatrically presented historical narratives. Each tour covers about 2.5 miles in about two-and-a-half hours. “Death in New York” and “The Psychiatric History of New York” are offered weekly, while “Hell Gate” is offered twice per month. Tours cost $32-$34 per person;you can book one here.",https://www.timeout.com/newyork/news/these-walking-tours-show-the-forbidden-parts-of-nyc-you-wont-find-in-a-guidebook-020323
evt_094,94.Museum of Broadway,"From amazing costumes to Broadway history to fun photo opps, this long-awaited new museum is a must-see for theater buffs. You can expect the new museum to highlight over 500 individual productions from the 1700s all the way to the present. Among the standout offerings will also be a special exhibit dubbed ""The Making of a Broadway Show,"" which honors the on- and off-stage community that helps bring plays and musicals to life multiple times a week.",https://www.timeout.com/newyork/news/five-cool-things-to-do-at-the-new-museum-of-broadway-111822
evt_095,95.NYPL's free exhibit of rare artifacts,"The New York Public Library dug through its expansive and centuries-spanning archive to stage an impressive free exhibition filled with cultural artifacts. ""The Polonsky Exhibition of New York Public Library’s Treasures""spans 4,000 years of history and includes a wide range of history-making pieces, including the only surviving letter from Christoper Columbus announcing his “discovery” of the Americas to King Ferdinand’s court and the first Gutenberg Bible brought over to the Americas. New treasures were just added to the exhibit this fall, including asigned, first edition copy of ""Passing"" by Nella Larsen, a selection of manuscript pages from ""The Waste Land"" by T.S. Eliot, and a miniature early 19th-century Qur’an, produced in Turkey.",https://www.timeout.com/newyork/news/nypl-hosts-free-exhibition-of-centuries-spanning-artifacts-082421
evt_096,96.Sloomoo Institute slime museum,"Part visual splendor, part olfactory wonder and part ooey-gooey sensory fun,Sloomoo Institute’s slime museumre-opened this fall after a renovation. This captivating playground welcomes all ages to its home in SoHo—or “SooHoo,” in Sloomoo parlance (see what they did there?). Here are five thingsnot to miss at Sloomoo, including a chance to get slimed and a DIY slime making activity.",https://www.timeout.com/newyork/news/5-things-to-do-at-sloomoos-newly-renovated-slime-museum-in-soho-092322
evt_097,97.Swingers NoMad,"A bucolic 1920s English country golf club is on its way to NYC's concrete jungle! But with a twist.Swingers NoMad, a ""crazy mini-golf course"" and entertainment complex straight from London brought with it three nine-hole golf courses across 23,000 square feet under 20-foot-high ceilings. ""Crazy golf"" is a British spin on mini-golf, but it's for a 21-and-over audience since craft cocktails are served by caddies on the course. Plus, there are plenty of food options to pair with your drinks.",https://www.timeout.com/newyork/news/a-first-look-at-the-crazy-london-golf-club-coming-to-nyc-this-month-060822
evt_098,98.The Brooklyn Flea (Dumbo),"The Brooklyn Flea is undoubtedly one of the most popularflea marketsto hit in NYC if you're looking for the best selection of throwback wares and records, which you certainly wouldn’t find in just anyvintage clothing storeorrecord storein the city. The food selection is also top-notch since the creators also operate one of the city’s best food markets:Smorgasburg. The Brooklyn Flea DUMBO is now open for the season. Brooklyn Flea also operates in Chelsea year-round on Saturdays and Sundays.",https://www.timeout.com/newyork/things-to-do/brooklyn-flea
evt_099,99.Shake Rattle & Roll Dueling Pianos,"Every Saturday night, two piano men battle it out to prove who is truly the master of all 88 keys, with a playlist decided entirely by the audience. Whether you’re in the mood for Billy Joel, Christina Aguilera or current chart toppers, these pianists are up for the challenge. But they expect you to do your part by singing along, but from home.Grab a ticket and request songs in advance.",https://www.timeout.com/newyork/things-to-do/shake-rattle-roll-dueling-pianos
